,Seed,Errors,Size,Safe,GenerationTime,SafetyCheckTime
0,30000,"[[], []]",160,True,0.0006690025329589844,0.02474498748779297
1,30001,"[[], []]",309,True,0.0015368461608886719,0.029395103454589844
2,30002,"[[], []]",309,True,0.001252889633178711,0.02892923355102539
3,30003,"[[], []]",103,True,0.0012040138244628906,0.019613027572631836
4,30004,"[['WARNING: CAN NOT FIND IINFO 1', 'compilation error in functions f0 and f0 at position line -1: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",232,True,0.0024008750915527344,0.037322998046875
5,30005,"[[], []]",247,True,0.0024099349975585938,0.03522205352783203
6,30006,"[[], []]",358,True,0.0019402503967285156,0.03215289115905762
7,30007,"[[], ['Fatal error: exception Failure(""Environment.dim_of_var: unknown variable in the environment"")']]",417,True,0.001950979232788086,0.028998851776123047
8,30008,"[[], []]",369,False,0.0021209716796875,0.05208301544189453
9,30009,"[[], []]",366,False,0.001950979232788086,0.051455020904541016
10,30010,"[[], []]",323,False,0.001535177230834961,0.047548770904541016
11,30011,"[[], []]",323,False,0.0013260841369628906,0.04742908477783203
12,30012,"[['compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",366,True,0.006557941436767578,0.026553869247436523
13,30013,"[['compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",363,True,0.005978107452392578,0.02542710304260254
14,30014,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0', 'compilation error in functions main and main at position line 6 from line 14: assembler error Invalid pexpr for word', 'PLEASE REPORT'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0']]",360,True,0.0023469924926757812,0.03207898139953613
15,30015,"[[], []]",103,True,0.0008490085601806641,0.019925832748413086
16,30016,"[[], []]",375,True,0.0043981075286865234,0.02437591552734375
17,30017,"[[], []]",361,False,0.0011060237884521484,0.05999493598937988
18,30018,"[[], []]",266,False,0.002234935760498047,0.037885189056396484
19,30019,"[[], []]",103,True,0.0008020401000976562,0.019348859786987305
20,30020,"[[], []]",309,True,0.0011599063873291016,0.028769969940185547
21,30021,"[['compilation error in functions main and main at position line 11 from line 26: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",637,True,0.009930849075317383,0.03315401077270508
22,30022,"[[], []]",356,True,0.0015828609466552734,0.029996156692504883
23,30023,"[[], []]",309,True,0.0011811256408691406,0.02836132049560547
24,30024,"[['compilation error in functions f0 and f0 at position line 13: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",347,True,0.004004001617431641,0.032701969146728516
25,30025,"[[], []]",309,True,0.001049041748046875,0.029331207275390625
26,30026,"[['compilation error in functions f0 and f0 at position line 11: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",259,True,0.0032138824462890625,0.022923946380615234
27,30027,"[[], []]",453,False,0.00744175910949707,0.03168892860412598
28,30028,"[[], []]",341,True,0.003072023391723633,0.02235865592956543
29,30029,"[[], []]",381,True,0.0027518272399902344,0.029681921005249023
30,30030,"[[], []]",197,True,0.0018167495727539062,0.024216175079345703
31,30031,"[[], []]",309,True,0.0013778209686279297,0.027636051177978516
32,30032,"[[], []]",266,False,0.0016150474548339844,0.03066086769104004
33,30033,"[[], []]",309,True,0.0010540485382080078,0.028964996337890625
34,30034,"[[], []]",164,False,0.0015177726745605469,0.021296977996826172
35,30035,"[[], []]",341,False,0.0019559860229492188,0.02901291847229004
36,30036,"[[], []]",334,False,0.0018780231475830078,0.03346085548400879
37,30037,"[[], []]",335,True,0.0017399787902832031,0.02854299545288086
38,30038,"[[], ['Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",353,True,0.001505136489868164,0.03146195411682129
39,30039,"[['Register allocation: no register bank for type bool'], ['Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",380,True,0.001138925552368164,0.03387808799743652
40,30040,"[[], []]",309,True,0.0012009143829345703,0.0277860164642334
41,30041,"[[], []]",309,True,0.0012679100036621094,0.02750110626220703
42,30042,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",344,True,0.0007648468017578125,0.02980208396911621
43,30043,"[[], []]",103,True,0.0009870529174804688,0.019114017486572266
44,30044,"[[], []]",103,True,0.0005311965942382812,0.019335269927978516
45,30045,"[['compilation error in functions main and main at position line 13 from line 31: assembler error: invalid condition ', '(ZF.78 &&', '(((((64u) 6984) * RCX.43) + RAX.41) == ((RAX.41 + RCX.43) - ((64u) 4741))))', 'PLEASE REPORT'], []]",654,False,0.004434823989868164,0.1320807933807373
46,30046,"[['compilation error in functions f0 and f0 at position line 9: assembler error Not a (x)register', 'PLEASE REPORT'], []]",448,True,0.004172801971435547,0.05252218246459961
47,30047,"[[], []]",621,True,0.006104946136474609,0.055845022201538086
48,30048,"[[], []]",103,True,0.0006089210510253906,0.019395828247070312
49,30049,"[[], []]",463,True,0.0056650638580322266,0.022914886474609375
50,30050,"[[], []]",409,True,0.0037348270416259766,0.023153066635131836
51,30051,"[[], []]",103,True,0.0006661415100097656,0.01957225799560547
52,30052,"[[], []]",309,True,0.0017769336700439453,0.028615951538085938
53,30053,"[[], []]",309,True,0.0014832019805908203,0.02874612808227539
54,30054,"[[], []]",309,True,0.0015060901641845703,0.028237104415893555
55,30055,"[[], []]",170,True,0.0018589496612548828,0.022876977920532227
56,30056,"[[], []]",309,True,0.0016858577728271484,0.028110980987548828
57,30057,"[[], []]",309,True,0.0014011859893798828,0.027397871017456055
58,30058,"[[], []]",160,True,0.0010571479797363281,0.022153854370117188
59,30059,"[[], []]",309,True,0.00090789794921875,0.02894115447998047
60,30060,"[[], []]",103,True,0.0007989406585693359,0.01893305778503418
61,30061,"[[], []]",103,True,0.0007271766662597656,0.019153118133544922
62,30062,"[['Register allocation at line line 14: variable ZF.145 must be allocated to conflicting register ZF.78'], []]",394,True,0.003247976303100586,0.05919003486633301
63,30063,"[[], []]",389,True,0.002750873565673828,0.02154397964477539
64,30064,"[['Register allocation at line line 13: variable ZF.146 must be allocated to conflicting register ZF.78'], []]",417,True,0.0033600330352783203,0.05836892127990723
65,30065,"[[], []]",306,True,0.0012180805206298828,0.028218746185302734
66,30066,"[[], []]",316,True,0.001093149185180664,0.027244091033935547
67,30067,"[[], []]",325,True,0.0013167858123779297,0.027180910110473633
68,30068,"[[], []]",767,True,0.006639003753662109,0.05934572219848633
69,30069,"[[], []]",309,True,0.0019488334655761719,0.02817988395690918
70,30070,"[[], []]",309,True,0.0020971298217773438,0.026997089385986328
71,30071,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0']]",317,True,0.0009019374847412109,0.03026890754699707
72,30072,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",344,True,0.0007979869842529297,0.030638694763183594
73,30073,"[[], []]",103,True,0.0008771419525146484,0.0193331241607666
74,30074,"[[], []]",309,True,0.0011472702026367188,0.027984142303466797
75,30075,"[[], []]",503,False,0.0047206878662109375,0.026688814163208008
76,30076,"[[], []]",103,True,0.0010309219360351562,0.02036595344543457
77,30077,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0']]",338,False,0.0011928081512451172,0.05428504943847656
78,30078,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0']]",331,True,0.0011980533599853516,0.027769088745117188
79,30079,"[[], []]",103,True,0.0006017684936523438,0.019396066665649414
80,30080,"[[], []]",381,True,0.0018930435180664062,0.028764963150024414
81,30081,"[[], []]",373,True,0.0014917850494384766,0.02850508689880371
82,30082,"[[], []]",332,True,0.0018281936645507812,0.028577804565429688
83,30083,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (1-17), variables result and b1 will be merged to v0']]",365,True,0.001435995101928711,0.03138613700866699
84,30084,"[[], []]",342,True,0.0019452571868896484,0.029794692993164062
85,30085,"[[], []]",160,True,0.0006608963012695312,0.02105093002319336
86,30086,"[['compilation error in functions f0 and f0 at position line 12: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",407,True,0.003972053527832031,0.027763843536376953
87,30087,"[[], []]",309,True,0.001222848892211914,0.028547048568725586
